"IDE_CLIENTE","IDE_CLIENTE_NIF","DES_CLIENTE","FEC_NACIMIENTO","NUM_EDAD","NUM_TAMANO_FAMILIAR","FEC_CONTRATO","NUM_ANOS_EXPERIENCIA","NUM_INGRESOS_ANO","IDE_NIVEL_EDUCACION","DES_NIVEL_EDUCACION"
4345,"MIG103951","PRUEBAAPELLIDO MIG103951, PRUEBANOMBRE MIG103951","1976-10-23",38,1,"2000-10-23",14,62,3,"ALTO"
4344,"MIG103950","PRUEBAAPELLIDO MIG103950, PRUEBANOMBRE MIG103950","1983-10-23",31,1,"2009-10-23",5,23,2,"MEDIO"
4343,"MIG103949","PRUEBAAPELLIDO MIG103949, PRUEBANOMBRE MIG103949","1977-10-23",37,4,"2002-10-23",12,123,2,"MEDIO"
4342,"MIG103948","PRUEBAAPELLIDO MIG103948, PRUEBANOMBRE MIG103948","1982-10-23",32,4,"2006-10-23",8,119,3,"ALTO"
4341,"MIG103947","PRUEBAAPELLIDO MIG103947, PRUEBANOMBRE MIG103947","1989-10-23",25,3,"2014-10-23",0,40,2,"MEDIO"
4340,"MIG103946","PRUEBAAPELLIDO MIG103946, PRUEBANOMBRE MIG103946","1985-10-23",29,3,"2011-10-23",3,123,3,"ALTO"
4339,"MIG103945","PRUEBAAPELLIDO MIG103945, PRUEBANOMBRE MIG103945","1958-10-23",56,3,"1988-10-23",26,62,3,"ALTO"
4338,"MIG103944","PRUEBAAPELLIDO MIG103944, PRUEBANOMBRE MIG103944","1953-10-23",61,1,"1978-10-23",36,188,2,"MEDIO"
4337,"MIG103943","PRUEBAAPELLIDO MIG103943, PRUEBANOMBRE MIG103943","1972-10-23",42,1,"1997-10-23",17,89,2,"MEDIO"
4336,"MIG103942","PRUEBAAPELLIDO MIG103942, PRUEBANOMBRE MIG103942","1957-10-23",57,1,"1981-10-23",33,79,2,"MEDIO"
4335,"MIG103941","PRUEBAAPELLIDO MIG103941, PRUEBANOMBRE MIG103941","1973-10-23",41,2,"1997-10-23",17,53,1,"BASICO"
4334,"MIG103940","PRUEBAAPELLIDO MIG103940, PRUEBANOMBRE MIG103940","1967-10-23",47,4,"1991-10-23",23,12,1,"BASICO"
4333,"MIG103939","PRUEBAAPELLIDO MIG103939, PRUEBANOMBRE MIG103939","1965-10-23",49,2,"1990-10-23",24,13,1,"BASICO"
4332,"MIG103938","PRUEBAAPELLIDO MIG103938, PRUEBANOMBRE MIG103938","1975-10-23",39,2,"1999-10-23",15,123,1,"BASICO"
4331,"MIG103937","PRUEBAAPELLIDO MIG103937, PRUEBANOMBRE MIG103937","1971-10-23",43,3,"1996-10-23",18,63,3,"ALTO"
4330,"MIG103936","PRUEBAAPELLIDO MIG103936, PRUEBANOMBRE MIG103936","1955-10-23",59,3,"1981-10-23",33,53,1,"BASICO"
4329,"MIG103935","PRUEBAAPELLIDO MIG103935, PRUEBANOMBRE MIG103935","1979-10-23",35,2,"2003-10-23",11,68,1,"BASICO"
4328,"MIG103934","PRUEBAAPELLIDO MIG103934, PRUEBANOMBRE MIG103934","1975-10-23",39,1,"2000-10-23",14,40,3,"ALTO"
4327,"MIG103933","PRUEBAAPELLIDO MIG103933, PRUEBANOMBRE MIG103933","1988-10-23",26,3,"2012-10-23",2,55,2,"MEDIO"
4326,"MIG103932","PRUEBAAPELLIDO MIG103932, PRUEBANOMBRE MIG103932","1961-10-23",53,1,"1987-10-23",27,170,1,"BASICO"
4325,"MIG103931","PRUEBAAPELLIDO MIG103931, PRUEBANOMBRE MIG103931","1961-10-23",53,1,"1987-10-23",27,145,1,"BASICO"
4324,"MIG103930","PRUEBAAPELLIDO MIG103930, PRUEBANOMBRE MIG103930","1977-10-23",37,4,"2001-10-23",13,33,2,"MEDIO"
4323,"MIG103929","PRUEBAAPELLIDO MIG103929, PRUEBANOMBRE MIG103929","1957-10-23",57,3,"1981-10-23",33,61,1,"BASICO"
4322,"MIG103928","PRUEBAAPELLIDO MIG103928, PRUEBANOMBRE MIG103928","1955-10-23",59,4,"1980-10-23",34,38,1,"BASICO"
4321,"MIG103927","PRUEBAAPELLIDO MIG103927, PRUEBANOMBRE MIG103927","1966-10-23",48,2,"1991-10-23",23,43,1,"BASICO"
4320,"MIG103926","PRUEBAAPELLIDO MIG103926, PRUEBANOMBRE MIG103926","1972-10-23",42,1,"1996-10-23",18,22,3,"ALTO"
4319,"MIG103925","PRUEBAAPELLIDO MIG103925, PRUEBANOMBRE MIG103925","1953-10-23",61,2,"1977-10-23",37,122,1,"BASICO"
4318,"MIG103924","PRUEBAAPELLIDO MIG103924, PRUEBANOMBRE MIG103924","1973-10-23",41,1,"1999-10-23",15,91,3,"ALTO"
4317,"MIG103923","PRUEBAAPELLIDO MIG103923, PRUEBANOMBRE MIG103923","1983-10-23",31,4,"2010-10-23",4,20,2,"MEDIO"
4316,"MIG103922","PRUEBAAPELLIDO MIG103922, PRUEBANOMBRE MIG103922","1984-10-23",30,1,"2008-10-23",6,48,1,"BASICO"
4315,"MIG103921","PRUEBAAPELLIDO MIG103921, PRUEBANOMBRE MIG103921","1980-10-23",34,2,"2006-10-23",8,82,3,"ALTO"
4314,"MIG103920","PRUEBAAPELLIDO MIG103920, PRUEBANOMBRE MIG103920","1950-10-23",64,2,"1980-10-23",34,179,3,"ALTO"
4313,"MIG103919","PRUEBAAPELLIDO MIG103919, PRUEBANOMBRE MIG103919","1954-10-23",60,4,"1980-10-23",34,65,2,"MEDIO"
4312,"MIG103918","PRUEBAAPELLIDO MIG103918, PRUEBANOMBRE MIG103918","1973-10-23",41,3,"1999-10-23",15,89,1,"BASICO"
4311,"MIG103917","PRUEBAAPELLIDO MIG103917, PRUEBANOMBRE MIG103917","1964-10-23",50,1,"1988-10-23",26,12,1,"BASICO"
4310,"MIG103916","PRUEBAAPELLIDO MIG103916, PRUEBANOMBRE MIG103916","1976-10-23",38,1,"2001-10-23",13,91,1,"BASICO"
4309,"MIG103915","PRUEBAAPELLIDO MIG103915, PRUEBANOMBRE MIG103915","1987-10-23",27,1,"2011-10-23",3,35,2,"MEDIO"
4308,"MIG103914","PRUEBAAPELLIDO MIG103914, PRUEBANOMBRE MIG103914","1969-10-23",45,3,"1994-10-23",20,62,3,"ALTO"
4307,"MIG103913","PRUEBAAPELLIDO MIG103913, PRUEBANOMBRE MIG103913","1974-10-23",40,1,"2000-10-23",14,69,3,"ALTO"
4306,"MIG103912","PRUEBAAPELLIDO MIG103912, PRUEBANOMBRE MIG103912","1962-10-23",52,2,"1988-10-23",26,44,3,"ALTO"
4305,"MIG103911","PRUEBAAPELLIDO MIG103911, PRUEBANOMBRE MIG103911","1981-10-23",33,1,"2006-10-23",8,62,1,"BASICO"
4304,"MIG103910","PRUEBAAPELLIDO MIG103910, PRUEBANOMBRE MIG103910","1981-10-23",33,2,"2007-10-23",7,111,1,"BASICO"
4303,"MIG103909","PRUEBAAPELLIDO MIG103909, PRUEBANOMBRE MIG103909","1990-10-23",24,3,"2014-10-23",0,44,2,"MEDIO"
4302,"MIG103908","PRUEBAAPELLIDO MIG103908, PRUEBANOMBRE MIG103908","1974-10-23",40,2,"2000-10-23",14,42,1,"BASICO"
4301,"MIG103907","PRUEBAAPELLIDO MIG103907, PRUEBANOMBRE MIG103907","1953-10-23",61,1,"1979-10-23",35,60,3,"ALTO"
4300,"MIG103906","PRUEBAAPELLIDO MIG103906, PRUEBANOMBRE MIG103906","1962-10-23",52,1,"1986-10-23",28,55,3,"ALTO"
4299,"MIG103905","PRUEBAAPELLIDO MIG103905, PRUEBANOMBRE MIG103905","1985-10-23",29,1,"2009-10-23",5,18,3,"ALTO"
4298,"MIG103904","PRUEBAAPELLIDO MIG103904, PRUEBANOMBRE MIG103904","1967-10-23",47,1,"1991-10-23",23,65,1,"BASICO"
4297,"MIG103903","PRUEBAAPELLIDO MIG103903, PRUEBANOMBRE MIG103903","1969-10-23",45,2,"1993-10-23",21,39,3,"ALTO"
4296,"MIG103902","PRUEBAAPELLIDO MIG103902, PRUEBANOMBRE MIG103902","1980-10-23",34,3,"2004-10-23",10,53,2,"MEDIO"
4295,"MIG103901","PRUEBAAPELLIDO MIG103901, PRUEBANOMBRE MIG103901","1963-10-23",51,3,"1987-10-23",27,12,1,"BASICO"
4294,"MIG103900","PRUEBAAPELLIDO MIG103900, PRUEBANOMBRE MIG103900","1954-10-23",60,1,"1980-10-23",34,43,1,"BASICO"
4293,"MIG103899","PRUEBAAPELLIDO MIG103899, PRUEBANOMBRE MIG103899","1970-10-23",44,2,"1994-10-23",20,129,1,"BASICO"
4292,"MIG103898","PRUEBAAPELLIDO MIG103898, PRUEBANOMBRE MIG103898","1958-10-23",56,2,"1983-10-23",31,64,3,"ALTO"
4291,"MIG103897","PRUEBAAPELLIDO MIG103897, PRUEBANOMBRE MIG103897","1966-10-23",48,2,"1990-10-23",24,224,1,"BASICO"
4290,"MIG103896","PRUEBAAPELLIDO MIG103896, PRUEBANOMBRE MIG103896","1978-10-23",36,3,"2002-10-23",12,59,1,"BASICO"
4289,"MIG103895","PRUEBAAPELLIDO MIG103895, PRUEBANOMBRE MIG103895","1982-10-23",32,1,"2008-10-23",6,44,1,"BASICO"
4288,"MIG103894","PRUEBAAPELLIDO MIG103894, PRUEBANOMBRE MIG103894","1984-10-23",30,4,"2009-10-23",5,40,2,"MEDIO"
4287,"MIG103893","PRUEBAAPELLIDO MIG103893, PRUEBANOMBRE MIG103893","1955-10-23",59,2,"1981-10-23",33,102,1,"BASICO"
4286,"MIG103892","PRUEBAAPELLIDO MIG103892, PRUEBANOMBRE MIG103892","1949-10-23",65,3,"1974-10-23",40,63,2,"MEDIO"
4285,"MIG103891","PRUEBAAPELLIDO MIG103891, PRUEBANOMBRE MIG103891","1972-10-23",42,2,"1997-10-23",17,139,3,"ALTO"
4284,"MIG103890","PRUEBAAPELLIDO MIG103890, PRUEBANOMBRE MIG103890","1988-10-23",26,1,"2014-10-23",0,19,2,"MEDIO"
4283,"MIG103889","PRUEBAAPELLIDO MIG103889, PRUEBANOMBRE MIG103889","1969-10-23",45,3,"1996-10-23",18,81,2,"MEDIO"
4282,"MIG103888","PRUEBAAPELLIDO MIG103888, PRUEBANOMBRE MIG103888","1990-10-23",24,2,"2014-10-23",0,118,1,"BASICO"
4281,"MIG103887","PRUEBAAPELLIDO MIG103887, PRUEBANOMBRE MIG103887","1947-10-23",67,4,"1971-10-23",43,79,2,"MEDIO"
4280,"MIG103886","PRUEBAAPELLIDO MIG103886, PRUEBANOMBRE MIG103886","1982-10-23",32,4,"2012-10-23",2,69,3,"ALTO"
4279,"MIG103885","PRUEBAAPELLIDO MIG103885, PRUEBANOMBRE MIG103885","1987-10-23",27,4,"2013-10-23",1,112,3,"ALTO"
4278,"MIG103884","PRUEBAAPELLIDO MIG103884, PRUEBANOMBRE MIG103884","1974-10-23",40,2,"1998-10-23",16,98,2,"MEDIO"
4277,"MIG103883","PRUEBAAPELLIDO MIG103883, PRUEBANOMBRE MIG103883","1983-10-23",31,1,"2007-10-23",7,43,3,"ALTO"
4276,"MIG103882","PRUEBAAPELLIDO MIG103882, PRUEBANOMBRE MIG103882","1968-10-23",46,1,"1994-10-23",20,55,2,"MEDIO"
4275,"MIG103881","PRUEBAAPELLIDO MIG103881, PRUEBANOMBRE MIG103881","1966-10-23",48,4,"1990-10-23",24,25,2,"MEDIO"
4274,"MIG103880","PRUEBAAPELLIDO MIG103880, PRUEBANOMBRE MIG103880","1986-10-23",28,3,"2010-10-23",4,101,1,"BASICO"
4273,"MIG103879","PRUEBAAPELLIDO MIG103879, PRUEBANOMBRE MIG103879","1979-10-23",35,2,"2003-10-23",11,81,1,"BASICO"
4272,"MIG103878","PRUEBAAPELLIDO MIG103878, PRUEBANOMBRE MIG103878","1985-10-23",29,1,"2010-10-23",4,41,1,"BASICO"
4271,"MIG103877","PRUEBAAPELLIDO MIG103877, PRUEBANOMBRE MIG103877","1979-10-23",35,1,"2003-10-23",11,40,2,"MEDIO"
4270,"MIG103876","PRUEBAAPELLIDO MIG103876, PRUEBANOMBRE MIG103876","1988-10-23",26,2,"2012-10-23",2,119,1,"BASICO"
4269,"MIG103875","PRUEBAAPELLIDO MIG103875, PRUEBANOMBRE MIG103875","1978-10-23",36,2,"2002-10-23",12,92,1,"BASICO"
4268,"MIG103874","PRUEBAAPELLIDO MIG103874, PRUEBANOMBRE MIG103874","1960-10-23",54,1,"1984-10-23",30,54,3,"ALTO"
4267,"MIG103873","PRUEBAAPELLIDO MIG103873, PRUEBANOMBRE MIG103873","1961-10-23",53,2,"1985-10-23",29,63,3,"ALTO"
4266,"MIG103872","PRUEBAAPELLIDO MIG103872, PRUEBANOMBRE MIG103872","1974-10-23",40,2,"1998-10-23",16,125,1,"BASICO"
4265,"MIG103871","PRUEBAAPELLIDO MIG103871, PRUEBANOMBRE MIG103871","1989-10-23",25,2,"2014-10-23",0,25,3,"ALTO"
4264,"MIG103870","PRUEBAAPELLIDO MIG103870, PRUEBANOMBRE MIG103870","1971-10-23",43,3,"1998-10-23",16,78,2,"MEDIO"
4263,"MIG103869","PRUEBAAPELLIDO MIG103869, PRUEBANOMBRE MIG103869","1973-10-23",41,1,"1998-10-23",16,44,3,"ALTO"
4262,"MIG103868","PRUEBAAPELLIDO MIG103868, PRUEBANOMBRE MIG103868","1970-10-23",44,3,"1995-10-23",19,61,2,"MEDIO"
4261,"MIG103867","PRUEBAAPELLIDO MIG103867, PRUEBANOMBRE MIG103867","1963-10-23",51,4,"1989-10-23",25,40,1,"BASICO"
4260,"MIG103866","PRUEBAAPELLIDO MIG103866, PRUEBANOMBRE MIG103866","1958-10-23",56,3,"1984-10-23",30,64,1,"BASICO"
4259,"MIG103865","PRUEBAAPELLIDO MIG103865, PRUEBANOMBRE MIG103865","1952-10-23",62,2,"1982-10-23",32,142,3,"ALTO"
4258,"MIG103864","PRUEBAAPELLIDO MIG103864, PRUEBANOMBRE MIG103864","1980-10-23",34,4,"2004-10-23",10,21,2,"MEDIO"
4257,"MIG103863","PRUEBAAPELLIDO MIG103863, PRUEBANOMBRE MIG103863","1954-10-23",60,3,"1980-10-23",34,64,1,"BASICO"
4256,"MIG103862","PRUEBAAPELLIDO MIG103862, PRUEBANOMBRE MIG103862","1949-10-23",65,1,"1974-10-23",40,29,2,"MEDIO"
4255,"MIG103861","PRUEBAAPELLIDO MIG103861, PRUEBANOMBRE MIG103861","1983-10-23",31,2,"2008-10-23",6,64,1,"BASICO"
4254,"MIG103860","PRUEBAAPELLIDO MIG103860, PRUEBANOMBRE MIG103860","1964-10-23",50,1,"1990-10-23",24,62,3,"ALTO"
4253,"MIG103859","PRUEBAAPELLIDO MIG103859, PRUEBANOMBRE MIG103859","1972-10-23",42,2,"1996-10-23",18,158,2,"MEDIO"
4252,"MIG103858","PRUEBAAPELLIDO MIG103858, PRUEBANOMBRE MIG103858","1951-10-23",63,1,"1975-10-23",39,39,2,"MEDIO"
4251,"MIG103857","PRUEBAAPELLIDO MIG103857, PRUEBANOMBRE MIG103857","1958-10-23",56,4,"1984-10-23",30,81,3,"ALTO"
4250,"MIG103856","PRUEBAAPELLIDO MIG103856, PRUEBANOMBRE MIG103856","1972-10-23",42,1,"1996-10-23",18,143,1,"BASICO"
4249,"MIG103855","PRUEBAAPELLIDO MIG103855, PRUEBANOMBRE MIG103855","1983-10-23",31,4,"2008-10-23",6,83,3,"ALTO"
4248,"MIG103854","PRUEBAAPELLIDO MIG103854, PRUEBANOMBRE MIG103854","1969-10-23",45,4,"1993-10-23",21,83,3,"ALTO"
4247,"MIG103853","PRUEBAAPELLIDO MIG103853, PRUEBANOMBRE MIG103853","1981-10-23",33,1,"2007-10-23",7,15,2,"MEDIO"
4246,"MIG103852","PRUEBAAPELLIDO MIG103852, PRUEBANOMBRE MIG103852","1968-10-23",46,2,"1993-10-23",21,99,3,"ALTO"
4245,"MIG103851","PRUEBAAPELLIDO MIG103851, PRUEBANOMBRE MIG103851","1966-10-23",48,4,"1991-10-23",23,15,1,"BASICO"
4244,"MIG103850","PRUEBAAPELLIDO MIG103850, PRUEBANOMBRE MIG103850","1972-10-23",42,1,"1996-10-23",18,34,2,"MEDIO"
4243,"MIG103849","PRUEBAAPELLIDO MIG103849, PRUEBANOMBRE MIG103849","1957-10-23",57,4,"1982-10-23",32,84,3,"ALTO"
4242,"MIG103848","PRUEBAAPELLIDO MIG103848, PRUEBANOMBRE MIG103848","1971-10-23",43,4,"1996-10-23",18,94,2,"MEDIO"
4241,"MIG103847","PRUEBAAPELLIDO MIG103847, PRUEBANOMBRE MIG103847","1983-10-23",31,1,"2009-10-23",5,43,1,"BASICO"
4240,"MIG103846","PRUEBAAPELLIDO MIG103846, PRUEBANOMBRE MIG103846","1988-10-23",26,4,"2013-10-23",1,54,2,"MEDIO"
4239,"MIG103845","PRUEBAAPELLIDO MIG103845, PRUEBANOMBRE MIG103845","1963-10-23",51,1,"1987-10-23",27,75,1,"BASICO"
4238,"MIG103844","PRUEBAAPELLIDO MIG103844, PRUEBANOMBRE MIG103844","1982-10-23",32,4,"2007-10-23",7,129,2,"MEDIO"
4237,"MIG103843","PRUEBAAPELLIDO MIG103843, PRUEBANOMBRE MIG103843","1953-10-23",61,2,"1979-10-23",35,91,1,"BASICO"
4236,"MIG103842","PRUEBAAPELLIDO MIG103842, PRUEBANOMBRE MIG103842","1984-10-23",30,2,"2010-10-23",4,81,1,"BASICO"
4235,"MIG103841","PRUEBAAPELLIDO MIG103841, PRUEBANOMBRE MIG103841","1958-10-23",56,3,"1983-10-23",31,35,2,"MEDIO"
4234,"MIG103840","PRUEBAAPELLIDO MIG103840, PRUEBANOMBRE MIG103840","1983-10-23",31,2,"2009-10-23",5,42,3,"ALTO"
4233,"MIG103839","PRUEBAAPELLIDO MIG103839, PRUEBANOMBRE MIG103839","1977-10-23",37,2,"2003-10-23",11,71,1,"BASICO"
4232,"MIG103838","PRUEBAAPELLIDO MIG103838, PRUEBANOMBRE MIG103838","1970-10-23",44,4,"1995-10-23",19,40,2,"MEDIO"
4231,"MIG103837","PRUEBAAPELLIDO MIG103837, PRUEBANOMBRE MIG103837","1969-10-23",45,3,"1995-10-23",19,31,2,"MEDIO"
4230,"MIG103836","PRUEBAAPELLIDO MIG103836, PRUEBANOMBRE MIG103836","1981-10-23",33,3,"2005-10-23",9,131,3,"ALTO"
4229,"MIG103835","PRUEBAAPELLIDO MIG103835, PRUEBANOMBRE MIG103835","1966-10-23",48,1,"1992-10-23",22,28,3,"ALTO"
4228,"MIG103834","PRUEBAAPELLIDO MIG103834, PRUEBANOMBRE MIG103834","1981-10-23",33,1,"2005-10-23",9,83,1,"BASICO"
4227,"MIG103833","PRUEBAAPELLIDO MIG103833, PRUEBANOMBRE MIG103833","1952-10-23",62,2,"1976-10-23",38,158,1,"BASICO"
4226,"MIG103832","PRUEBAAPELLIDO MIG103832, PRUEBANOMBRE MIG103832","1977-10-23",37,2,"2002-10-23",12,132,1,"BASICO"
4225,"MIG103831","PRUEBAAPELLIDO MIG103831, PRUEBANOMBRE MIG103831","1980-10-23",34,2,"2006-10-23",8,34,3,"ALTO"
4224,"MIG103830","PRUEBAAPELLIDO MIG103830, PRUEBANOMBRE MIG103830","1949-10-23",65,1,"1975-10-23",39,44,3,"ALTO"
4223,"MIG103829","PRUEBAAPELLIDO MIG103829, PRUEBANOMBRE MIG103829","1983-10-23",31,4,"2008-10-23",6,44,1,"BASICO"
4222,"MIG103828","PRUEBAAPELLIDO MIG103828, PRUEBANOMBRE MIG103828","1975-10-23",39,2,"2000-10-23",14,128,1,"BASICO"
4221,"MIG103827","PRUEBAAPELLIDO MIG103827, PRUEBANOMBRE MIG103827","1971-10-23",43,1,"1995-10-23",19,132,1,"BASICO"
4220,"MIG103826","PRUEBAAPELLIDO MIG103826, PRUEBANOMBRE MIG103826","1984-10-23",30,4,"2008-10-23",6,69,1,"BASICO"
4219,"MIG103825","PRUEBAAPELLIDO MIG103825, PRUEBANOMBRE MIG103825","1991-10-23",23,4,"2014-10-23",0,12,1,"BASICO"
4218,"MIG103824","PRUEBAAPELLIDO MIG103824, PRUEBANOMBRE MIG103824","1965-10-23",49,4,"1989-10-23",25,44,2,"MEDIO"
4217,"MIG103823","PRUEBAAPELLIDO MIG103823, PRUEBANOMBRE MIG103823","1951-10-23",63,4,"1981-10-23",33,178,3,"ALTO"
4216,"MIG103822","PRUEBAAPELLIDO MIG103822, PRUEBANOMBRE MIG103822","1979-10-23",35,2,"2005-10-23",9,188,2,"MEDIO"
4215,"MIG103821","PRUEBAAPELLIDO MIG103821, PRUEBANOMBRE MIG103821","1982-10-23",32,3,"2007-10-23",7,61,1,"BASICO"
4214,"MIG103820","PRUEBAAPELLIDO MIG103820, PRUEBANOMBRE MIG103820","1957-10-23",57,4,"1987-10-23",27,50,3,"ALTO"
4213,"MIG103819","PRUEBAAPELLIDO MIG103819, PRUEBANOMBRE MIG103819","1988-10-23",26,4,"2014-10-23",0,102,3,"ALTO"
4212,"MIG103818","PRUEBAAPELLIDO MIG103818, PRUEBANOMBRE MIG103818","1949-10-23",65,1,"1974-10-23",40,140,1,"BASICO"
4211,"MIG103817","PRUEBAAPELLIDO MIG103817, PRUEBANOMBRE MIG103817","1959-10-23",55,3,"1984-10-23",30,70,2,"MEDIO"
4210,"MIG103816","PRUEBAAPELLIDO MIG103816, PRUEBANOMBRE MIG103816","1971-10-23",43,4,"1995-10-23",19,28,1,"BASICO"
4209,"MIG103815","PRUEBAAPELLIDO MIG103815, PRUEBANOMBRE MIG103815","1980-10-23",34,3,"2005-10-23",9,35,1,"BASICO"
4208,"MIG103814","PRUEBAAPELLIDO MIG103814, PRUEBANOMBRE MIG103814","1952-10-23",62,3,"1977-10-23",37,19,2,"MEDIO"
4207,"MIG103813","PRUEBAAPELLIDO MIG103813, PRUEBANOMBRE MIG103813","1975-10-23",39,1,"2001-10-23",13,52,1,"BASICO"
4206,"MIG103812","PRUEBAAPELLIDO MIG103812, PRUEBANOMBRE MIG103812","1967-10-23",47,4,"1991-10-23",23,28,1,"BASICO"
4205,"MIG103811","PRUEBAAPELLIDO MIG103811, PRUEBANOMBRE MIG103811","1966-10-23",48,4,"1990-10-23",24,12,1,"BASICO"
4204,"MIG103810","PRUEBAAPELLIDO MIG103810, PRUEBANOMBRE MIG103810","1988-10-23",26,4,"2012-10-23",2,62,1,"BASICO"
4203,"MIG103809","PRUEBAAPELLIDO MIG103809, PRUEBANOMBRE MIG103809","1980-10-23",34,2,"2004-10-23",10,152,1,"BASICO"
4202,"MIG103808","PRUEBAAPELLIDO MIG103808, PRUEBANOMBRE MIG103808","1978-10-23",36,2,"2003-10-23",11,164,1,"BASICO"
4201,"MIG103807","PRUEBAAPELLIDO MIG103807, PRUEBANOMBRE MIG103807","1980-10-23",34,4,"2006-10-23",8,41,1,"BASICO"
4200,"MIG103806","PRUEBAAPELLIDO MIG103806, PRUEBANOMBRE MIG103806","1985-10-23",29,3,"2009-10-23",5,84,1,"BASICO"
4199,"MIG103805","PRUEBAAPELLIDO MIG103805, PRUEBANOMBRE MIG103805","1967-10-23",47,2,"1992-10-23",22,203,1,"BASICO"
4198,"MIG103804","PRUEBAAPELLIDO MIG103804, PRUEBANOMBRE MIG103804","1972-10-23",42,4,"1996-10-23",18,83,3,"ALTO"
4197,"MIG103803","PRUEBAAPELLIDO MIG103803, PRUEBANOMBRE MIG103803","1983-10-23",31,4,"2007-10-23",7,10,2,"MEDIO"
4196,"MIG103802","PRUEBAAPELLIDO MIG103802, PRUEBANOMBRE MIG103802","1980-10-23",34,2,"2006-10-23",8,20,1,"BASICO"
4195,"MIG103801","PRUEBAAPELLIDO MIG103801, PRUEBANOMBRE MIG103801","1950-10-23",64,1,"1976-10-23",38,35,3,"ALTO"
4194,"MIG103800","PRUEBAAPELLIDO MIG103800, PRUEBANOMBRE MIG103800","1977-10-23",37,4,"2003-10-23",11,44,1,"BASICO"
4193,"MIG103799","PRUEBAAPELLIDO MIG103799, PRUEBANOMBRE MIG103799","1959-10-23",55,3,"1989-10-23",25,35,3,"ALTO"
4192,"MIG103798","PRUEBAAPELLIDO MIG103798, PRUEBANOMBRE MIG103798","1953-10-23",61,2,"1979-10-23",35,31,1,"BASICO"
4191,"MIG103797","PRUEBAAPELLIDO MIG103797, PRUEBANOMBRE MIG103797","1990-10-23",24,3,"2014-10-23",0,50,2,"MEDIO"
4190,"MIG103796","PRUEBAAPELLIDO MIG103796, PRUEBANOMBRE MIG103796","1963-10-23",51,1,"1989-10-23",25,39,2,"MEDIO"
4189,"MIG103795","PRUEBAAPELLIDO MIG103795, PRUEBANOMBRE MIG103795","1962-10-23",52,4,"1987-10-23",27,39,2,"MEDIO"
4188,"MIG103794","PRUEBAAPELLIDO MIG103794, PRUEBANOMBRE MIG103794","1960-10-23",54,1,"1986-10-23",28,140,1,"BASICO"
4187,"MIG103793","PRUEBAAPELLIDO MIG103793, PRUEBANOMBRE MIG103793","1952-10-23",62,4,"1978-10-23",36,109,3,"ALTO"
4186,"MIG103792","PRUEBAAPELLIDO MIG103792, PRUEBANOMBRE MIG103792","1973-10-23",41,1,"1997-10-23",17,80,1,"BASICO"
4185,"MIG103791","PRUEBAAPELLIDO MIG103791, PRUEBANOMBRE MIG103791","1968-10-23",46,2,"1992-10-23",22,71,1,"BASICO"
4184,"MIG103790","PRUEBAAPELLIDO MIG103790, PRUEBANOMBRE MIG103790","1963-10-23",51,3,"1987-10-23",27,24,1,"BASICO"
4183,"MIG103789","PRUEBAAPELLIDO MIG103789, PRUEBANOMBRE MIG103789","1982-10-23",32,2,"2007-10-23",7,82,1,"BASICO"
4182,"MIG103788","PRUEBAAPELLIDO MIG103788, PRUEBANOMBRE MIG103788","1977-10-23",37,4,"2002-10-23",12,28,1,"BASICO"
4181,"MIG103787","PRUEBAAPELLIDO MIG103787, PRUEBANOMBRE MIG103787","1960-10-23",54,1,"1986-10-23",28,90,1,"BASICO"
4180,"MIG103786","PRUEBAAPELLIDO MIG103786, PRUEBANOMBRE MIG103786","1960-10-23",54,1,"1986-10-23",28,83,1,"BASICO"
4179,"MIG103785","PRUEBAAPELLIDO MIG103785, PRUEBANOMBRE MIG103785","1984-10-23",30,4,"2008-10-23",6,115,2,"MEDIO"
4178,"MIG103784","PRUEBAAPELLIDO MIG103784, PRUEBANOMBRE MIG103784","1954-10-23",60,3,"1980-10-23",34,51,3,"ALTO"
4177,"MIG103783","PRUEBAAPELLIDO MIG103783, PRUEBANOMBRE MIG103783","1984-10-23",30,4,"2009-10-23",5,80,2,"MEDIO"
4176,"MIG103782","PRUEBAAPELLIDO MIG103782, PRUEBANOMBRE MIG103782","1949-10-23",65,1,"1974-10-23",40,118,1,"BASICO"
4175,"MIG103781","PRUEBAAPELLIDO MIG103781, PRUEBANOMBRE MIG103781","1965-10-23",49,2,"1989-10-23",25,109,1,"BASICO"
4174,"MIG103780","PRUEBAAPELLIDO MIG103780, PRUEBANOMBRE MIG103780","1961-10-23",53,4,"1987-10-23",27,64,1,"BASICO"
4173,"MIG103779","PRUEBAAPELLIDO MIG103779, PRUEBANOMBRE MIG103779","1948-10-23",66,4,"1973-10-23",41,14,2,"MEDIO"
4172,"MIG103778","PRUEBAAPELLIDO MIG103778, PRUEBANOMBRE MIG103778","1952-10-23",62,1,"1977-10-23",37,98,1,"BASICO"
4171,"MIG103777","PRUEBAAPELLIDO MIG103777, PRUEBANOMBRE MIG103777","1987-10-23",27,3,"2011-10-23",3,135,3,"ALTO"
4170,"MIG103776","PRUEBAAPELLIDO MIG103776, PRUEBANOMBRE MIG103776","1982-10-23",32,2,"2008-10-23",6,31,3,"ALTO"
