"IDE_CLIENTE";"IDE_CLIENTE_NIF";"DES_CLIENTE";"NUM_EDAD";"NUM_TAMANO_FAMILIAR";"NUM_ANOS_EXPERIENCIA";"NUM_INGRESOS_ANO";"IDE_NIVEL_EDUCACION"
4564;"MIG104170";"PRUEBAAPELLIDO MIG104170, PRUEBANOMBRE MIG104170";41;2;17;143000;3
4563;"MIG104169";"PRUEBAAPELLIDO MIG104169, PRUEBANOMBRE MIG104169";60;4;34;139000;1
4562;"MIG104168";"PRUEBAAPELLIDO MIG104168, PRUEBANOMBRE MIG104168";48;4;24;144000;2
4561;"MIG104167";"PRUEBAAPELLIDO MIG104167, PRUEBANOMBRE MIG104167";66;2;40;30000;3
4560;"MIG104166";"PRUEBAAPELLIDO MIG104166, PRUEBANOMBRE MIG104166";63;2;38;135000;3
4559;"MIG104165";"PRUEBAAPELLIDO MIG104165, PRUEBANOMBRE MIG104165";35;4;10;23000;3
4558;"MIG104164";"PRUEBAAPELLIDO MIG104164, PRUEBANOMBRE MIG104164";54;4;28;108000;2
4557;"MIG104163";"PRUEBAAPELLIDO MIG104163, PRUEBANOMBRE MIG104163";61;1;37;41000;1
4556;"MIG104162";"PRUEBAAPELLIDO MIG104162, PRUEBANOMBRE MIG104162";32;3;8;61000;2
4555;"MIG104161";"PRUEBAAPELLIDO MIG104161, PRUEBANOMBRE MIG104161";30;1;4;11000;2
4554;"MIG104160";"PRUEBAAPELLIDO MIG104160, PRUEBANOMBRE MIG104160";45;4;20;70000;3
4553;"MIG104159";"PRUEBAAPELLIDO MIG104159, PRUEBANOMBRE MIG104159";59;4;34;74000;1
4552;"MIG104158";"PRUEBAAPELLIDO MIG104158, PRUEBANOMBRE MIG104158";34;3;10;22000;3
4551;"MIG104157";"PRUEBAAPELLIDO MIG104157, PRUEBANOMBRE MIG104157";37;1;12;193000;1
4550;"MIG104156";"PRUEBAAPELLIDO MIG104156, PRUEBANOMBRE MIG104156";55;4;30;28000;3
4549;"MIG104155";"PRUEBAAPELLIDO MIG104155, PRUEBANOMBRE MIG104155";51;2;25;163000;3
4548;"MIG104154";"PRUEBAAPELLIDO MIG104154, PRUEBANOMBRE MIG104154";50;2;26;148000;1
4547;"MIG104153";"PRUEBAAPELLIDO MIG104153, PRUEBANOMBRE MIG104153";44;2;18;91000;3
4546;"MIG104152";"PRUEBAAPELLIDO MIG104152, PRUEBANOMBRE MIG104152";44;3;18;123000;1
4545;"MIG104151";"PRUEBAAPELLIDO MIG104151, PRUEBANOMBRE MIG104151";46;2;20;72000;2
4544;"MIG104150";"PRUEBAAPELLIDO MIG104150, PRUEBANOMBRE MIG104150";41;1;15;53000;3
4543;"MIG104149";"PRUEBAAPELLIDO MIG104149, PRUEBANOMBRE MIG104149";46;4;22;80000;3
4542;"MIG104148";"PRUEBAAPELLIDO MIG104148, PRUEBANOMBRE MIG104148";59;2;35;180000;2
4541;"MIG104147";"PRUEBAAPELLIDO MIG104147, PRUEBANOMBRE MIG104147";53;1;28;85000;3
4540;"MIG104146";"PRUEBAAPELLIDO MIG104146, PRUEBANOMBRE MIG104146";58;4;34;63000;2
4539;"MIG104145";"PRUEBAAPELLIDO MIG104145, PRUEBANOMBRE MIG104145";47;2;23;138000;1
4538;"MIG104144";"PRUEBAAPELLIDO MIG104144, PRUEBANOMBRE MIG104144";55;2;31;20000;1
4537;"MIG104143";"PRUEBAAPELLIDO MIG104143, PRUEBANOMBRE MIG104143";57;3;32;70000;3
4536;"MIG104142";"PRUEBAAPELLIDO MIG104142, PRUEBANOMBRE MIG104142";43;3;19;63000;3
4535;"MIG104141";"PRUEBAAPELLIDO MIG104141, PRUEBANOMBRE MIG104141";63;1;38;32000;2
4534;"MIG104140";"PRUEBAAPELLIDO MIG104140, PRUEBANOMBRE MIG104140";29;1;3;81000;3
4533;"MIG104139";"PRUEBAAPELLIDO MIG104139, PRUEBANOMBRE MIG104139";47;1;22;114000;1
4532;"MIG104138";"PRUEBAAPELLIDO MIG104138, PRUEBANOMBRE MIG104138";37;2;12;52000;2
4531;"MIG104137";"PRUEBAAPELLIDO MIG104137, PRUEBANOMBRE MIG104137";43;4;19;83000;3
4530;"MIG104136";"PRUEBAAPELLIDO MIG104136, PRUEBANOMBRE MIG104136";48;2;23;168000;1
4529;"MIG104135";"PRUEBAAPELLIDO MIG104135, PRUEBANOMBRE MIG104135";35;4;11;85000;2
4528;"MIG104134";"PRUEBAAPELLIDO MIG104134, PRUEBANOMBRE MIG104134";41;1;17;129000;1
4527;"MIG104133";"PRUEBAAPELLIDO MIG104133, PRUEBANOMBRE MIG104133";61;1;36;133000;1
4526;"MIG104132";"PRUEBAAPELLIDO MIG104132, PRUEBANOMBRE MIG104132";48;4;23;23000;2
4525;"MIG104131";"PRUEBAAPELLIDO MIG104131, PRUEBANOMBRE MIG104131";56;1;30;75000;2
4524;"MIG104130";"PRUEBAAPELLIDO MIG104130, PRUEBANOMBRE MIG104130";29;4;3;10000;1
4523;"MIG104129";"PRUEBAAPELLIDO MIG104129, PRUEBANOMBRE MIG104129";46;4;21;53000;3
4522;"MIG104128";"PRUEBAAPELLIDO MIG104128, PRUEBANOMBRE MIG104128";43;2;19;82000;2
4521;"MIG104127";"PRUEBAAPELLIDO MIG104127, PRUEBANOMBRE MIG104127";58;3;33;23000;2
4520;"MIG104126";"PRUEBAAPELLIDO MIG104126, PRUEBANOMBRE MIG104126";60;2;34;95000;2
4519;"MIG104125";"PRUEBAAPELLIDO MIG104125, PRUEBANOMBRE MIG104125";53;2;29;141000;3
4518;"MIG104124";"PRUEBAAPELLIDO MIG104124, PRUEBANOMBRE MIG104124";50;4;24;40000;1
4517;"MIG104123";"PRUEBAAPELLIDO MIG104123, PRUEBANOMBRE MIG104123";56;1;30;195000;1
4516;"MIG104122";"PRUEBAAPELLIDO MIG104122, PRUEBANOMBRE MIG104122";53;4;27;65000;2
4515;"MIG104121";"PRUEBAAPELLIDO MIG104121, PRUEBANOMBRE MIG104121";49;1;23;23000;3
4514;"MIG104120";"PRUEBAAPELLIDO MIG104120, PRUEBANOMBRE MIG104120";30;4;5;85000;3
4513;"MIG104119";"PRUEBAAPELLIDO MIG104119, PRUEBANOMBRE MIG104119";40;1;16;34000;1
4512;"MIG104118";"PRUEBAAPELLIDO MIG104118, PRUEBANOMBRE MIG104118";39;4;14;18000;3
4511;"MIG104117";"PRUEBAAPELLIDO MIG104117, PRUEBANOMBRE MIG104117";24;2;0;135000;1
4510;"MIG104116";"PRUEBAAPELLIDO MIG104116, PRUEBANOMBRE MIG104116";45;4;20;84000;2
4509;"MIG104115";"PRUEBAAPELLIDO MIG104115, PRUEBANOMBRE MIG104115";52;4;28;52000;3
4508;"MIG104114";"PRUEBAAPELLIDO MIG104114, PRUEBANOMBRE MIG104114";28;3;2;41000;2
4507;"MIG104113";"PRUEBAAPELLIDO MIG104113, PRUEBANOMBRE MIG104113";34;3;9;65000;2
4506;"MIG104112";"PRUEBAAPELLIDO MIG104112, PRUEBANOMBRE MIG104112";43;3;17;21000;1
4505;"MIG104111";"PRUEBAAPELLIDO MIG104111, PRUEBANOMBRE MIG104111";66;3;41;59000;1
4504;"MIG104110";"PRUEBAAPELLIDO MIG104110, PRUEBANOMBRE MIG104110";27;4;0;30000;3
4503;"MIG104109";"PRUEBAAPELLIDO MIG104109, PRUEBANOMBRE MIG104109";64;3;39;73000;1
4502;"MIG104108";"PRUEBAAPELLIDO MIG104108, PRUEBANOMBRE MIG104108";47;1;22;81000;1
4501;"MIG104107";"PRUEBAAPELLIDO MIG104107, PRUEBANOMBRE MIG104107";48;1;22;54000;2
4500;"MIG104106";"PRUEBAAPELLIDO MIG104106, PRUEBANOMBRE MIG104106";39;1;15;139000;1
4499;"MIG104105";"PRUEBAAPELLIDO MIG104105, PRUEBANOMBRE MIG104105";38;4;14;25000;1
4498;"MIG104104";"PRUEBAAPELLIDO MIG104104, PRUEBANOMBRE MIG104104";44;1;20;52000;3
4497;"MIG104103";"PRUEBAAPELLIDO MIG104103, PRUEBANOMBRE MIG104103";41;2;16;81000;1
4496;"MIG104102";"PRUEBAAPELLIDO MIG104102, PRUEBANOMBRE MIG104102";45;3;21;40000;2
4495;"MIG104101";"PRUEBAAPELLIDO MIG104101, PRUEBANOMBRE MIG104101";27;2;2;41000;2
4494;"MIG104100";"PRUEBAAPELLIDO MIG104100, PRUEBANOMBRE MIG104100";61;1;35;60000;2
4493;"MIG104099";"PRUEBAAPELLIDO MIG104099, PRUEBANOMBRE MIG104099";27;4;3;75000;1
4492;"MIG104098";"PRUEBAAPELLIDO MIG104098, PRUEBANOMBRE MIG104098";60;2;34;92000;1
4491;"MIG104097";"PRUEBAAPELLIDO MIG104097, PRUEBANOMBRE MIG104097";38;3;14;49000;1
4490;"MIG104096";"PRUEBAAPELLIDO MIG104096, PRUEBANOMBRE MIG104096";42;4;17;59000;1
4489;"MIG104095";"PRUEBAAPELLIDO MIG104095, PRUEBANOMBRE MIG104095";53;4;23;8000;3
4488;"MIG104094";"PRUEBAAPELLIDO MIG104094, PRUEBANOMBRE MIG104094";49;2;24;138000;2
4487;"MIG104093";"PRUEBAAPELLIDO MIG104093, PRUEBANOMBRE MIG104093";40;2;15;171000;1
4486;"MIG104092";"PRUEBAAPELLIDO MIG104092, PRUEBANOMBRE MIG104092";32;2;6;122000;1
4485;"MIG104091";"PRUEBAAPELLIDO MIG104091, PRUEBANOMBRE MIG104091";42;3;18;49000;3
4484;"MIG104090";"PRUEBAAPELLIDO MIG104090, PRUEBANOMBRE MIG104090";30;4;4;85000;3
4483;"MIG104089";"PRUEBAAPELLIDO MIG104089, PRUEBANOMBRE MIG104089";29;2;0;71000;3
4482;"MIG104088";"PRUEBAAPELLIDO MIG104088, PRUEBANOMBRE MIG104088";52;4;28;179000;3
4481;"MIG104087";"PRUEBAAPELLIDO MIG104087, PRUEBANOMBRE MIG104087";50;4;26;11000;1
4480;"MIG104086";"PRUEBAAPELLIDO MIG104086, PRUEBANOMBRE MIG104086";28;3;2;53000;2
4479;"MIG104085";"PRUEBAAPELLIDO MIG104085, PRUEBANOMBRE MIG104085";60;1;36;59000;2
4478;"MIG104084";"PRUEBAAPELLIDO MIG104084, PRUEBANOMBRE MIG104084";46;3;20;99000;1
4477;"MIG104083";"PRUEBAAPELLIDO MIG104083, PRUEBANOMBRE MIG104083";32;4;6;83000;2
4476;"MIG104082";"PRUEBAAPELLIDO MIG104082, PRUEBANOMBRE MIG104082";60;1;35;155000;3
4475;"MIG104081";"PRUEBAAPELLIDO MIG104081, PRUEBANOMBRE MIG104081";27;1;0;40000;2
4474;"MIG104080";"PRUEBAAPELLIDO MIG104080, PRUEBANOMBRE MIG104080";65;3;40;75000;1
4473;"MIG104079";"PRUEBAAPELLIDO MIG104079, PRUEBANOMBRE MIG104079";36;1;12;58000;2
4472;"MIG104078";"PRUEBAAPELLIDO MIG104078, PRUEBANOMBRE MIG104078";26;4;0;71000;2
4471;"MIG104077";"PRUEBAAPELLIDO MIG104077, PRUEBANOMBRE MIG104077";49;1;23;22000;3
4470;"MIG104076";"PRUEBAAPELLIDO MIG104076, PRUEBANOMBRE MIG104076";30;4;4;40000;1
4469;"MIG104075";"PRUEBAAPELLIDO MIG104075, PRUEBANOMBRE MIG104075";60;1;35;23000;3
4468;"MIG104074";"PRUEBAAPELLIDO MIG104074, PRUEBANOMBRE MIG104074";51;1;27;19000;1
4467;"MIG104073";"PRUEBAAPELLIDO MIG104073, PRUEBANOMBRE MIG104073";42;1;17;78000;3
4466;"MIG104072";"PRUEBAAPELLIDO MIG104072, PRUEBANOMBRE MIG104072";30;3;6;25000;2
4465;"MIG104071";"PRUEBAAPELLIDO MIG104071, PRUEBANOMBRE MIG104071";58;4;33;70000;1
4464;"MIG104070";"PRUEBAAPELLIDO MIG104070, PRUEBANOMBRE MIG104070";56;4;32;31000;1
4463;"MIG104069";"PRUEBAAPELLIDO MIG104069, PRUEBANOMBRE MIG104069";59;2;34;21000;2
4462;"MIG104068";"PRUEBAAPELLIDO MIG104068, PRUEBANOMBRE MIG104068";52;4;28;21000;2
4461;"MIG104067";"PRUEBAAPELLIDO MIG104067, PRUEBANOMBRE MIG104067";61;3;37;61000;3
4460;"MIG104066";"PRUEBAAPELLIDO MIG104066, PRUEBANOMBRE MIG104066";44;1;19;68000;3
4459;"MIG104065";"PRUEBAAPELLIDO MIG104065, PRUEBANOMBRE MIG104065";63;1;39;50000;2
4458;"MIG104064";"PRUEBAAPELLIDO MIG104064, PRUEBANOMBRE MIG104064";47;2;21;24000;3
4457;"MIG104063";"PRUEBAAPELLIDO MIG104063, PRUEBANOMBRE MIG104063";38;2;14;43000;1
4456;"MIG104062";"PRUEBAAPELLIDO MIG104062, PRUEBANOMBRE MIG104062";33;2;3;59000;3
4455;"MIG104061";"PRUEBAAPELLIDO MIG104061, PRUEBANOMBRE MIG104061";31;2;6;174000;1
4454;"MIG104060";"PRUEBAAPELLIDO MIG104060, PRUEBANOMBRE MIG104060";53;4;27;39000;3
4453;"MIG104059";"PRUEBAAPELLIDO MIG104059, PRUEBANOMBRE MIG104059";39;1;15;65000;3
4452;"MIG104058";"PRUEBAAPELLIDO MIG104058, PRUEBANOMBRE MIG104058";57;2;32;38000;3
4451;"MIG104057";"PRUEBAAPELLIDO MIG104057, PRUEBANOMBRE MIG104057";51;2;25;113000;1
4450;"MIG104056";"PRUEBAAPELLIDO MIG104056, PRUEBANOMBRE MIG104056";42;3;18;65000;3
4449;"MIG104055";"PRUEBAAPELLIDO MIG104055, PRUEBANOMBRE MIG104055";59;4;34;64000;1
4448;"MIG104054";"PRUEBAAPELLIDO MIG104054, PRUEBANOMBRE MIG104054";35;2;11;90000;1
4447;"MIG104053";"PRUEBAAPELLIDO MIG104053, PRUEBANOMBRE MIG104053";43;2;19;54000;1
4446;"MIG104052";"PRUEBAAPELLIDO MIG104052, PRUEBANOMBRE MIG104052";55;1;29;162000;1
4445;"MIG104051";"PRUEBAAPELLIDO MIG104051, PRUEBANOMBRE MIG104051";53;2;26;14000;2
4444;"MIG104050";"PRUEBAAPELLIDO MIG104050, PRUEBANOMBRE MIG104050";54;4;28;82000;3
4443;"MIG104049";"PRUEBAAPELLIDO MIG104049, PRUEBANOMBRE MIG104049";27;2;2;48000;3
4442;"MIG104048";"PRUEBAAPELLIDO MIG104048, PRUEBANOMBRE MIG104048";43;1;17;82000;1
4441;"MIG104047";"PRUEBAAPELLIDO MIG104047, PRUEBANOMBRE MIG104047";25;3;0;72000;3
4440;"MIG104046";"PRUEBAAPELLIDO MIG104046, PRUEBANOMBRE MIG104046";57;4;31;38000;2
4439;"MIG104045";"PRUEBAAPELLIDO MIG104045, PRUEBANOMBRE MIG104045";36;2;11;9000;2
4438;"MIG104044";"PRUEBAAPELLIDO MIG104044, PRUEBANOMBRE MIG104044";49;4;23;64000;1
4437;"MIG104043";"PRUEBAAPELLIDO MIG104043, PRUEBANOMBRE MIG104043";29;2;3;190000;1
4436;"MIG104042";"PRUEBAAPELLIDO MIG104042, PRUEBANOMBRE MIG104042";45;1;19;40000;1
4435;"MIG104041";"PRUEBAAPELLIDO MIG104041, PRUEBANOMBRE MIG104041";57;2;32;44000;2
4434;"MIG104040";"PRUEBAAPELLIDO MIG104040, PRUEBANOMBRE MIG104040";34;1;9;104000;1
4433;"MIG104039";"PRUEBAAPELLIDO MIG104039, PRUEBANOMBRE MIG104039";55;3;30;54000;1
4432;"MIG104038";"PRUEBAAPELLIDO MIG104038, PRUEBANOMBRE MIG104038";52;1;28;72000;1
4431;"MIG104037";"PRUEBAAPELLIDO MIG104037, PRUEBANOMBRE MIG104037";46;2;21;13000;3
4430;"MIG104036";"PRUEBAAPELLIDO MIG104036, PRUEBANOMBRE MIG104036";34;2;9;180000;3
4429;"MIG104035";"PRUEBAAPELLIDO MIG104035, PRUEBANOMBRE MIG104035";35;2;11;82000;2
4428;"MIG104034";"PRUEBAAPELLIDO MIG104034, PRUEBANOMBRE MIG104034";54;3;24;69000;3
4427;"MIG104033";"PRUEBAAPELLIDO MIG104033, PRUEBANOMBRE MIG104033";59;2;35;93000;1
4426;"MIG104032";"PRUEBAAPELLIDO MIG104032, PRUEBANOMBRE MIG104032";42;1;18;29000;3
4425;"MIG104031";"PRUEBAAPELLIDO MIG104031, PRUEBANOMBRE MIG104031";58;1;32;44000;2
4424;"MIG104030";"PRUEBAAPELLIDO MIG104030, PRUEBANOMBRE MIG104030";31;2;5;90000;1
4423;"MIG104029";"PRUEBAAPELLIDO MIG104029, PRUEBANOMBRE MIG104029";46;4;20;64000;1
4422;"MIG104028";"PRUEBAAPELLIDO MIG104028, PRUEBANOMBRE MIG104028";46;4;21;42000;3
4421;"MIG104027";"PRUEBAAPELLIDO MIG104027, PRUEBANOMBRE MIG104027";27;3;1;142000;1
4420;"MIG104026";"PRUEBAAPELLIDO MIG104026, PRUEBANOMBRE MIG104026";51;1;27;53000;3
4419;"MIG104025";"PRUEBAAPELLIDO MIG104025, PRUEBANOMBRE MIG104025";41;3;15;82000;1
4418;"MIG104024";"PRUEBAAPELLIDO MIG104024, PRUEBANOMBRE MIG104024";51;3;25;175000;1
4417;"MIG104023";"PRUEBAAPELLIDO MIG104023, PRUEBANOMBRE MIG104023";35;4;5;81000;3
4416;"MIG104022";"PRUEBAAPELLIDO MIG104022, PRUEBANOMBRE MIG104022";40;2;14;42000;1
4415;"MIG104021";"PRUEBAAPELLIDO MIG104021, PRUEBANOMBRE MIG104021";58;4;32;191000;3
4414;"MIG104020";"PRUEBAAPELLIDO MIG104020, PRUEBANOMBRE MIG104020";62;3;36;28000;2
4413;"MIG104019";"PRUEBAAPELLIDO MIG104019, PRUEBANOMBRE MIG104019";59;1;35;161000;1
4412;"MIG104018";"PRUEBAAPELLIDO MIG104018, PRUEBANOMBRE MIG104018";26;4;0;42000;3
4411;"MIG104017";"PRUEBAAPELLIDO MIG104017, PRUEBANOMBRE MIG104017";53;4;28;173000;1
4410;"MIG104016";"PRUEBAAPELLIDO MIG104016, PRUEBANOMBRE MIG104016";25;2;0;139000;1
4409;"MIG104015";"PRUEBAAPELLIDO MIG104015, PRUEBANOMBRE MIG104015";56;4;32;23000;1
4408;"MIG104014";"PRUEBAAPELLIDO MIG104014, PRUEBANOMBRE MIG104014";62;2;38;23000;3
4407;"MIG104013";"PRUEBAAPELLIDO MIG104013, PRUEBANOMBRE MIG104013";30;2;6;124000;1
4406;"MIG104012";"PRUEBAAPELLIDO MIG104012, PRUEBANOMBRE MIG104012";47;2;21;88000;2
4405;"MIG104011";"PRUEBAAPELLIDO MIG104011, PRUEBANOMBRE MIG104011";44;4;19;40000;3
4404;"MIG104010";"PRUEBAAPELLIDO MIG104010, PRUEBANOMBRE MIG104010";42;2;18;189000;1
4403;"MIG104009";"PRUEBAAPELLIDO MIG104009, PRUEBANOMBRE MIG104009";61;3;31;154000;3
4402;"MIG104008";"PRUEBAAPELLIDO MIG104008, PRUEBANOMBRE MIG104008";31;2;7;35000;2
4401;"MIG104007";"PRUEBAAPELLIDO MIG104007, PRUEBANOMBRE MIG104007";56;1;32;28000;3
4400;"MIG104006";"PRUEBAAPELLIDO MIG104006, PRUEBANOMBRE MIG104006";56;2;32;32000;1
4399;"MIG104005";"PRUEBAAPELLIDO MIG104005, PRUEBANOMBRE MIG104005";65;3;39;22000;2
4398;"MIG104004";"PRUEBAAPELLIDO MIG104004, PRUEBANOMBRE MIG104004";47;3;21;39000;2
4397;"MIG104003";"PRUEBAAPELLIDO MIG104003, PRUEBANOMBRE MIG104003";59;2;34;60000;1
4396;"MIG104002";"PRUEBAAPELLIDO MIG104002, PRUEBANOMBRE MIG104002";61;4;35;81000;2
4395;"MIG104001";"PRUEBAAPELLIDO MIG104001, PRUEBANOMBRE MIG104001";62;3;37;93000;3
4394;"MIG104000";"PRUEBAAPELLIDO MIG104000, PRUEBANOMBRE MIG104000";47;2;21;90000;3
4393;"MIG103999";"PRUEBAAPELLIDO MIG103999, PRUEBANOMBRE MIG103999";34;1;10;41000;1
4392;"MIG103998";"PRUEBAAPELLIDO MIG103998, PRUEBANOMBRE MIG103998";62;4;38;80000;2
4391;"MIG103997";"PRUEBAAPELLIDO MIG103997, PRUEBANOMBRE MIG103997";50;4;24;11000;3
4390;"MIG103996";"PRUEBAAPELLIDO MIG103996, PRUEBANOMBRE MIG103996";53;2;28;34000;3
4389;"MIG103995";"PRUEBAAPELLIDO MIG103995, PRUEBANOMBRE MIG103995";42;4;18;88000;1
4388;"MIG103994";"PRUEBAAPELLIDO MIG103994, PRUEBANOMBRE MIG103994";30;3;6;13000;3
4387;"MIG103993";"PRUEBAAPELLIDO MIG103993, PRUEBANOMBRE MIG103993";47;2;22;95000;2
4386;"MIG103992";"PRUEBAAPELLIDO MIG103992, PRUEBANOMBRE MIG103992";64;1;38;84000;1
4385;"MIG103991";"PRUEBAAPELLIDO MIG103991, PRUEBANOMBRE MIG103991";57;2;32;59000;1
4384;"MIG103990";"PRUEBAAPELLIDO MIG103990, PRUEBANOMBRE MIG103990";49;4;25;90000;2
4383;"MIG103989";"PRUEBAAPELLIDO MIG103989, PRUEBANOMBRE MIG103989";59;1;35;85000;3
4382;"MIG103988";"PRUEBAAPELLIDO MIG103988, PRUEBANOMBRE MIG103988";62;2;36;19000;3
4381;"MIG103987";"PRUEBAAPELLIDO MIG103987, PRUEBANOMBRE MIG103987";38;3;14;182000;3
4380;"MIG103986";"PRUEBAAPELLIDO MIG103986, PRUEBANOMBRE MIG103986";65;1;40;32000;3
4379;"MIG103985";"PRUEBAAPELLIDO MIG103985, PRUEBANOMBRE MIG103985";34;4;8;18000;1
4378;"MIG103984";"PRUEBAAPELLIDO MIG103984, PRUEBANOMBRE MIG103984";39;4;13;93000;3
4377;"MIG103983";"PRUEBAAPELLIDO MIG103983, PRUEBANOMBRE MIG103983";24;1;0;119000;1
4376;"MIG103982";"PRUEBAAPELLIDO MIG103982, PRUEBANOMBRE MIG103982";64;3;39;22000;1
4375;"MIG103981";"PRUEBAAPELLIDO MIG103981, PRUEBANOMBRE MIG103981";46;4;22;89000;2
4374;"MIG103980";"PRUEBAAPELLIDO MIG103980, PRUEBANOMBRE MIG103980";38;2;14;90000;1
4373;"MIG103979";"PRUEBAAPELLIDO MIG103979, PRUEBANOMBRE MIG103979";43;2;18;19000;2
4372;"MIG103978";"PRUEBAAPELLIDO MIG103978, PRUEBANOMBRE MIG103978";54;3;27;51000;2
4371;"MIG103977";"PRUEBAAPELLIDO MIG103977, PRUEBANOMBRE MIG103977";60;4;33;42000;2
4370;"MIG103976";"PRUEBAAPELLIDO MIG103976, PRUEBANOMBRE MIG103976";50;1;23;25000;2
4369;"MIG103975";"PRUEBAAPELLIDO MIG103975, PRUEBANOMBRE MIG103975";46;1;21;41000;3
4368;"MIG103974";"PRUEBAAPELLIDO MIG103974, PRUEBANOMBRE MIG103974";61;1;35;53000;2
4367;"MIG103973";"PRUEBAAPELLIDO MIG103973, PRUEBANOMBRE MIG103973";29;2;5;112000;1
4366;"MIG103972";"PRUEBAAPELLIDO MIG103972, PRUEBANOMBRE MIG103972";35;1;11;24000;3
4365;"MIG103971";"PRUEBAAPELLIDO MIG103971, PRUEBANOMBRE MIG103971";65;3;40;71000;1
4364;"MIG103970";"PRUEBAAPELLIDO MIG103970, PRUEBANOMBRE MIG103970";38;3;11;75000;2
4363;"MIG103969";"PRUEBAAPELLIDO MIG103969, PRUEBANOMBRE MIG103969";28;4;3;78000;1
4362;"MIG103968";"PRUEBAAPELLIDO MIG103968, PRUEBANOMBRE MIG103968";40;1;15;22000;3
4361;"MIG103967";"PRUEBAAPELLIDO MIG103967, PRUEBANOMBRE MIG103967";33;1;7;84000;3
4360;"MIG103966";"PRUEBAAPELLIDO MIG103966, PRUEBANOMBRE MIG103966";39;2;15;94000;1
4359;"MIG103965";"PRUEBAAPELLIDO MIG103965, PRUEBANOMBRE MIG103965";43;4;18;78000;3
4358;"MIG103964";"PRUEBAAPELLIDO MIG103964, PRUEBANOMBRE MIG103964";58;3;32;38000;3
4357;"MIG103963";"PRUEBAAPELLIDO MIG103963, PRUEBANOMBRE MIG103963";29;1;5;31000;3
4356;"MIG103962";"PRUEBAAPELLIDO MIG103962, PRUEBANOMBRE MIG103962";48;1;22;145000;1
4355;"MIG103961";"PRUEBAAPELLIDO MIG103961, PRUEBANOMBRE MIG103961";62;3;37;48000;1
4354;"MIG103960";"PRUEBAAPELLIDO MIG103960, PRUEBANOMBRE MIG103960";43;3;19;123000;1
4353;"MIG103959";"PRUEBAAPELLIDO MIG103959, PRUEBANOMBRE MIG103959";59;4;34;23000;2
4352;"MIG103958";"PRUEBAAPELLIDO MIG103958, PRUEBANOMBRE MIG103958";40;4;15;75000;2
4351;"MIG103957";"PRUEBAAPELLIDO MIG103957, PRUEBANOMBRE MIG103957";62;3;37;45000;2
4350;"MIG103956";"PRUEBAAPELLIDO MIG103956, PRUEBANOMBRE MIG103956";62;1;36;58000;2
4349;"MIG103955";"PRUEBAAPELLIDO MIG103955, PRUEBANOMBRE MIG103955";32;2;7;134000;1
4348;"MIG103954";"PRUEBAAPELLIDO MIG103954, PRUEBANOMBRE MIG103954";50;4;26;52000;3
4347;"MIG103953";"PRUEBAAPELLIDO MIG103953, PRUEBANOMBRE MIG103953";61;2;36;124000;1
4346;"MIG103952";"PRUEBAAPELLIDO MIG103952, PRUEBANOMBRE MIG103952";40;3;14;69000;1
4345;"MIG103951";"PRUEBAAPELLIDO MIG103951, PRUEBANOMBRE MIG103951";38;1;14;62000;3
4344;"MIG103950";"PRUEBAAPELLIDO MIG103950, PRUEBANOMBRE MIG103950";31;1;5;23000;2
4343;"MIG103949";"PRUEBAAPELLIDO MIG103949, PRUEBANOMBRE MIG103949";37;4;12;123000;2
4342;"MIG103948";"PRUEBAAPELLIDO MIG103948, PRUEBANOMBRE MIG103948";32;4;8;119000;3
4341;"MIG103947";"PRUEBAAPELLIDO MIG103947, PRUEBANOMBRE MIG103947";25;3;0;40000;2
4340;"MIG103946";"PRUEBAAPELLIDO MIG103946, PRUEBANOMBRE MIG103946";29;3;3;123000;3
4339;"MIG103945";"PRUEBAAPELLIDO MIG103945, PRUEBANOMBRE MIG103945";56;3;26;62000;3
4338;"MIG103944";"PRUEBAAPELLIDO MIG103944, PRUEBANOMBRE MIG103944";61;1;36;188000;2
4337;"MIG103943";"PRUEBAAPELLIDO MIG103943, PRUEBANOMBRE MIG103943";42;1;17;89000;2
4336;"MIG103942";"PRUEBAAPELLIDO MIG103942, PRUEBANOMBRE MIG103942";57;1;33;79000;2
4335;"MIG103941";"PRUEBAAPELLIDO MIG103941, PRUEBANOMBRE MIG103941";41;2;17;53000;1
4334;"MIG103940";"PRUEBAAPELLIDO MIG103940, PRUEBANOMBRE MIG103940";47;4;23;12000;1
4333;"MIG103939";"PRUEBAAPELLIDO MIG103939, PRUEBANOMBRE MIG103939";49;2;24;13000;1
4332;"MIG103938";"PRUEBAAPELLIDO MIG103938, PRUEBANOMBRE MIG103938";39;2;15;123000;1
4331;"MIG103937";"PRUEBAAPELLIDO MIG103937, PRUEBANOMBRE MIG103937";43;3;18;63000;3
4330;"MIG103936";"PRUEBAAPELLIDO MIG103936, PRUEBANOMBRE MIG103936";59;3;33;53000;1
4329;"MIG103935";"PRUEBAAPELLIDO MIG103935, PRUEBANOMBRE MIG103935";35;2;11;68000;1
4328;"MIG103934";"PRUEBAAPELLIDO MIG103934, PRUEBANOMBRE MIG103934";39;1;14;40000;3
4327;"MIG103933";"PRUEBAAPELLIDO MIG103933, PRUEBANOMBRE MIG103933";26;3;2;55000;2
4326;"MIG103932";"PRUEBAAPELLIDO MIG103932, PRUEBANOMBRE MIG103932";53;1;27;170000;1
